City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
256,Ranong,TH,2022-02-13 22:12:50,9.9658,98.6348,76.89,89,96,3.27,overcast clouds
257,Phuket,TH,2022-02-13 22:12:50,8.0,98.25,79.02,83,75,4.61,broken clouds
258,Piacenza,IT,2022-02-13 22:12:50,45.0468,9.6994,44.26,65,58,2.17,broken clouds
259,Nioro,GM,2022-02-13 22:12:51,13.35,-15.75,80.02,11,35,7.78,scattered clouds
260,Tubmanburg,LR,2022-02-13 22:12:51,6.8708,-10.8172,75.11,90,17,2.84,few clouds
261,Saint George,US,2022-02-13 22:07:52,37.1041,-113.5841,72.07,14,0,1.99,clear sky
262,Sur,OM,2022-02-13 22:12:52,22.5667,59.5289,71.55,70,0,11.48,clear sky
263,Nzerekore,GN,2022-02-13 22:12:52,7.7562,-8.8179,76.21,50,42,3.0,scattered clouds
264,Surt,LY,2022-02-13 22:12:53,31.2089,16.5887,57.4,68,12,8.84,few clouds
265,Saint-Louis,SN,2022-02-13 22:12:53,16.3333,-15.0,74.26,14,77,9.84,broken clouds
266,Vostok,RU,2022-02-13 22:12:53,46.4856,135.8833,1.47,99,100,0.69,overcast clouds
267,Castro,BR,2022-02-13 22:09:41,-24.7911,-50.0119,66.65,92,35,5.44,scattered clouds
268,Port-Gentil,GA,2022-02-13 22:11:06,-0.7193,8.7815,80.85,78,100,5.66,overcast clouds
269,Mahebourg,MU,2022-02-13 22:09:38,-20.4081,57.7,81.25,94,75,11.5,broken clouds
270,Ugoofaaru,MV,2022-02-13 22:12:55,5.6667,73.0,80.46,76,94,7.11,overcast clouds
271,Kodinsk,RU,2022-02-13 22:12:55,58.6881,99.1844,-21.5,100,55,3.15,broken clouds
272,Kumphawapi,TH,2022-02-13 22:12:55,17.1087,103.0149,72.0,81,84,6.22,broken clouds
273,Ronda,ES,2022-02-13 22:13:53,36.7423,-5.1671,49.86,85,100,2.8,overcast clouds
274,Anaconda,US,2022-02-13 22:12:53,46.1285,-112.9423,48.78,59,22,2.86,few clouds
275,Mount Gambier,AU,2022-02-13 22:13:56,-37.8333,140.7667,64.31,77,100,12.66,overcast clouds
276,Buchanan,LR,2022-02-13 22:09:55,5.8808,-10.0467,78.76,84,30,5.91,scattered clouds
277,Pangoa,PE,2022-02-13 22:13:57,-12.1167,-73.0,75.45,81,99,1.3,overcast clouds
278,Mukhen,RU,2022-02-13 22:13:57,48.1,136.1,3.16,98,100,1.48,overcast clouds
279,Alyangula,AU,2022-02-13 22:12:56,-13.8483,136.4192,82.92,68,24,11.83,few clouds
280,Camopi,GF,2022-02-13 22:13:58,3.1655,-52.3158,73.18,98,97,3.53,moderate rain
281,Geraldton,AU,2022-02-13 22:10:37,-28.7667,114.6,73.81,83,75,4.61,broken clouds
282,Uarini,BR,2022-02-13 22:13:59,-2.99,-65.1083,84.15,95,94,2.73,overcast clouds
283,Iralaya,HN,2022-02-13 22:13:59,15.0,-83.2333,78.89,71,4,10.2,clear sky
284,Taraz,KZ,2022-02-13 22:14:00,42.9,71.3667,34.29,100,100,2.24,overcast clouds
285,Dobson,US,2022-02-13 22:14:00,36.3957,-80.7226,42.48,48,0,9.22,clear sky
286,Sharqpur,PK,2022-02-13 22:14:00,31.4633,74.1,51.93,74,85,5.39,overcast clouds
287,Westport,US,2022-02-13 22:12:42,41.1415,-73.3579,30.79,72,100,12.66,overcast clouds
288,Pervomayskiy,RU,2022-02-13 22:14:01,53.2485,40.2871,18.12,93,54,8.37,broken clouds
289,Banyo,CM,2022-02-13 22:14:02,6.75,11.8167,69.73,21,58,4.65,broken clouds
290,Yulara,AU,2022-02-13 22:10:40,-25.2406,130.9889,69.64,37,1,5.75,clear sky
291,Chateauroux,FR,2022-02-13 22:14:02,46.8167,1.7,53.6,62,0,20.71,clear sky
292,Vila Franca Do Campo,PT,2022-02-13 22:14:03,37.7167,-25.4333,60.19,74,8,5.12,clear sky
293,Aitape,PG,2022-02-13 22:14:03,-3.1374,142.3475,78.51,86,100,3.22,overcast clouds
294,Ancud,CL,2022-02-13 22:11:13,-41.8697,-73.8203,77.23,75,13,4.68,few clouds
295,Omsukchan,RU,2022-02-13 22:14:04,62.5333,155.8,-29.9,99,45,3.56,scattered clouds
296,Aktash,RU,2022-02-13 22:14:04,50.3,87.7333,-13.02,92,87,4.68,overcast clouds
297,Wigston,GB,2022-02-13 22:14:05,52.5863,-1.1059,50.05,93,100,16.15,light rain
298,Cherskiy,RU,2022-02-13 22:09:33,68.75,161.3,-23.26,97,98,7.85,overcast clouds
299,Hambantota,LK,2022-02-13 22:10:20,6.1241,81.1185,75.74,82,97,11.99,overcast clouds
300,Zapolyarnyy,RU,2022-02-13 22:14:06,69.4154,30.8136,16.88,95,100,7.61,snow
301,Colac,AU,2022-02-13 22:14:06,-38.3333,143.5833,67.01,52,7,2.39,clear sky
302,Shaowu,CN,2022-02-13 22:14:06,27.3409,117.4831,44.35,96,96,1.79,overcast clouds
303,Vao,NC,2022-02-13 22:13:16,-22.6667,167.4833,79.74,84,100,8.66,overcast clouds
304,Jizan,SA,2022-02-13 22:14:07,17.3333,42.6667,77.5,76,52,6.33,broken clouds
305,Maragogi,BR,2022-02-13 22:13:48,-9.0122,-35.2225,80.92,74,17,13.98,few clouds
306,Nador,MA,2022-02-13 22:14:08,35.174,-2.9287,52.05,76,0,4.61,clear sky
307,Erdenet,MN,2022-02-13 22:14:08,49.0333,104.0833,-15.45,99,100,0.2,overcast clouds
308,Kyra,RU,2022-02-13 22:14:08,49.5776,111.9753,-23.62,99,46,3.4,scattered clouds
309,Kasongo-Lunda,CD,2022-02-13 22:14:09,-6.4667,16.8167,71.2,95,100,0.45,light rain
310,Worthington,US,2022-02-13 22:14:09,40.0931,-83.018,23.67,64,75,11.5,broken clouds
311,Murwara,IN,2022-02-13 22:14:10,23.85,80.4,53.92,40,1,5.39,clear sky
312,Monywa,MM,2022-02-13 22:14:10,22.1167,95.1333,59.99,45,4,6.58,clear sky
313,Creel,MX,2022-02-13 22:14:10,27.75,-107.6333,56.8,15,98,10.85,overcast clouds
314,Boyolangu,ID,2022-02-13 22:14:11,-8.1181,111.8935,74.35,93,100,2.89,overcast clouds
315,Tamiahua,MX,2022-02-13 22:14:11,21.2667,-97.45,61.99,45,30,15.14,scattered clouds
316,Camacha,PT,2022-02-13 22:14:12,33.0833,-16.3333,57.96,67,20,12.66,few clouds
317,Bandarbeyla,SO,2022-02-13 22:09:56,9.4942,50.8122,74.41,67,31,14.99,scattered clouds
318,Maldonado,UY,2022-02-13 22:14:12,-34.6667,-54.9167,68.14,58,6,10.47,clear sky
319,Baruun-Urt,MN,2022-02-13 22:12:00,46.6806,113.2792,-18.22,99,69,1.68,broken clouds
320,Lompoc,US,2022-02-13 22:12:44,34.6391,-120.4579,84.34,36,0,12.66,clear sky
321,Malibu,US,2022-02-13 22:15:13,34.005,-118.8101,90.52,18,1,1.01,clear sky
322,Tazovskiy,RU,2022-02-13 22:15:14,67.4667,78.7,-9.45,96,35,10.92,scattered clouds
323,Traralgon,AU,2022-02-13 22:15:14,-38.1833,146.5333,81.91,46,9,1.12,clear sky
324,Sayyan,YE,2022-02-13 22:15:14,15.1718,44.3244,51.13,55,15,1.48,few clouds
325,Burns Lake,CA,2022-02-13 22:15:03,54.2331,-125.7533,36.82,89,100,3.02,overcast clouds
326,Carnarvon,AU,2022-02-13 22:10:30,-24.8667,113.6333,75.27,88,3,0.0,clear sky
327,Balkhash,KZ,2022-02-13 22:15:15,46.844,74.9804,14.22,97,100,3.18,overcast clouds
328,Mana,GF,2022-02-13 22:15:16,5.6592,-53.7767,76.64,89,31,9.26,scattered clouds
329,Wolfsburg,DE,2022-02-13 22:13:01,52.4333,10.8,46.35,68,100,11.41,overcast clouds
330,Muros,ES,2022-02-13 22:15:16,42.7762,-9.0603,51.84,76,13,19.17,few clouds
331,Clyde River,CA,2022-02-13 22:15:17,70.4692,-68.5914,-18.17,69,100,18.41,haze
332,Kantabanji,IN,2022-02-13 22:15:17,20.4833,82.9167,57.61,30,9,0.69,clear sky
333,Beringovskiy,RU,2022-02-13 22:15:17,63.05,179.3167,-24.93,96,16,7.09,few clouds
334,Olivenza,ES,2022-02-13 22:15:18,38.6832,-7.103,53.2,88,89,10.76,overcast clouds
335,The Valley,AI,2022-02-13 22:15:19,18.217,-63.0578,77.14,73,75,17.27,broken clouds
336,Kota Belud,MY,2022-02-13 22:15:19,6.351,116.4305,75.06,79,98,4.14,overcast clouds
337,Shirokiy,RU,2022-02-13 22:15:19,49.758,129.523,-0.08,98,100,2.13,overcast clouds
338,Jalpan,MX,2022-02-13 22:15:20,21.2333,-99.4833,54.64,66,100,2.75,overcast clouds
339,College,US,2022-02-13 22:15:20,64.8569,-147.8028,14.22,81,100,3.44,light snow
340,Nieuw Amsterdam,SR,2022-02-13 22:15:21,5.8833,-55.0833,80.62,82,20,11.5,few clouds
341,Chokwe,MZ,2022-02-13 22:15:21,-24.5333,32.9833,70.59,83,0,4.59,clear sky
342,Mago,RU,2022-02-13 22:15:22,53.2514,140.1822,-16.82,100,93,0.51,overcast clouds
343,Moerai,PF,2022-02-13 22:15:22,-22.4333,-151.3333,78.31,75,100,11.18,overcast clouds
344,San Fernando,PH,2022-02-13 22:15:22,15.0286,120.6898,78.15,92,78,3.69,broken clouds
345,Lerwick,GB,2022-02-13 22:15:23,60.1545,-1.1494,41.0,88,100,8.93,overcast clouds
346,Santiago De Cao,PE,2022-02-13 22:15:23,-7.9589,-79.2392,71.73,83,40,11.5,scattered clouds
347,Touros,BR,2022-02-13 22:15:24,-5.1989,-35.4608,83.3,76,8,12.95,clear sky
348,Tucuman,AR,2022-02-13 22:15:24,-26.8241,-65.2226,78.8,41,20,4.61,few clouds
349,Vuktyl,RU,2022-02-13 22:15:24,63.8567,57.3094,3.99,98,100,3.44,overcast clouds
350,Sovetskiy,RU,2022-02-13 22:15:25,61.3614,63.5842,-12.89,100,83,2.75,broken clouds
351,Kallaste,EE,2022-02-13 22:15:25,58.655,27.1592,35.92,83,100,17.52,overcast clouds
352,Micheweni,TZ,2022-02-13 22:15:26,-4.9667,39.8333,78.73,80,80,7.81,broken clouds
353,Amberley,US,2022-02-13 22:15:26,39.2048,-84.428,28.02,74,100,11.5,overcast clouds
354,Sidi Ali,DZ,2022-02-13 22:15:26,36.0998,0.4206,49.05,82,2,3.6,clear sky
355,Arlington,US,2022-02-13 22:14:30,32.7357,-97.1081,67.01,21,0,11.5,clear sky
356,Tuktoyaktuk,CA,2022-02-13 22:15:27,69.4541,-133.0374,-32.8,68,75,3.44,broken clouds
357,Brainerd,US,2022-02-13 22:15:28,46.358,-94.2008,3.49,60,100,10.36,overcast clouds
358,Nsanje,MW,2022-02-13 22:15:28,-16.92,35.262,73.47,98,87,1.57,overcast clouds
359,El Ejido,ES,2022-02-13 22:15:28,36.7763,-2.8146,56.1,80,70,9.64,broken clouds
360,Atibaia,BR,2022-02-13 22:15:29,-23.131,-46.589,74.88,88,30,1.61,scattered clouds
361,Marrakesh,MA,2022-02-13 22:12:15,31.6315,-8.0083,60.87,27,0,5.75,clear sky
362,Tessalit,ML,2022-02-13 22:15:29,20.1986,1.0114,65.98,17,14,9.19,few clouds
363,Taksimo,RU,2022-02-13 22:16:30,56.3444,114.8794,-26.63,91,24,1.43,few clouds
364,Tuatapere,NZ,2022-02-13 22:16:30,-46.1333,167.6833,59.83,56,33,2.13,scattered clouds
365,Grand Gaube,MU,2022-02-13 22:13:49,-20.0064,57.6608,81.37,77,91,5.01,overcast clouds
366,Jacqueville,CI,2022-02-13 22:16:32,5.2052,-4.4146,78.71,84,100,5.79,light rain
367,Denpasar,ID,2022-02-13 22:16:32,-8.65,115.2167,78.46,94,40,2.3,scattered clouds
368,Roseburg,US,2022-02-13 22:16:33,43.2165,-123.3417,72.09,59,0,1.01,clear sky
369,Lata,PT,2022-02-13 22:16:33,40.1629,-8.3327,53.82,92,65,6.33,broken clouds
370,Rincon,US,2022-02-13 22:16:34,32.296,-81.2354,62.85,41,20,12.66,few clouds
371,Vallenar,CL,2022-02-13 22:15:17,-28.5708,-70.7581,79.3,34,0,8.79,clear sky
372,Sambava,MG,2022-02-13 22:16:34,-14.2667,50.1667,75.11,90,47,6.2,light rain
373,Auki,SB,2022-02-13 22:12:02,-8.7676,160.7034,77.25,89,100,4.76,light rain
374,Mahina,PF,2022-02-13 22:16:35,-17.5065,-149.489,87.57,62,75,16.11,broken clouds
375,Xiongzhou,CN,2022-02-13 22:16:35,25.1167,114.3,45.45,93,100,3.98,overcast clouds
376,Mehamn,NO,2022-02-13 22:16:36,71.0357,27.8492,22.91,93,75,17.27,light snow
377,Koslan,RU,2022-02-13 22:16:36,63.4564,48.8989,1.17,100,93,3.31,overcast clouds
378,Gamba,GA,2022-02-13 22:16:37,-2.65,10.0,77.25,87,98,2.3,light rain
379,Derzhavinsk,KZ,2022-02-13 22:16:37,51.1,66.3167,19.65,96,100,9.35,snow
380,Victor Harbor,AU,2022-02-13 22:16:38,-35.5667,138.6167,76.71,85,45,7.76,scattered clouds
381,Constitucion,CL,2022-02-13 22:16:22,-35.3333,-72.4167,65.46,76,57,7.25,broken clouds
382,Xuanhua,CN,2022-02-13 22:16:38,40.6103,115.0447,4.48,76,11,7.49,few clouds
383,Havoysund,NO,2022-02-13 22:16:39,70.9963,24.6622,18.48,86,100,4.76,light snow
384,Chapais,CA,2022-02-13 22:16:40,49.7834,-74.8492,-7.82,92,100,1.77,overcast clouds
385,Ruteng,ID,2022-02-13 22:16:41,-8.6136,120.4721,61.0,90,77,1.34,broken clouds
386,Cordele,US,2022-02-13 22:16:41,31.9635,-83.7824,59.11,20,0,12.66,clear sky
387,Korla,CN,2022-02-13 22:16:41,41.7597,86.1469,28.35,47,0,4.29,clear sky
388,Tala,EG,2022-02-13 22:16:42,30.6803,30.9429,46.36,90,16,4.27,few clouds
389,Port Augusta,AU,2022-02-13 22:16:42,-32.5,137.7667,84.7,44,57,10.89,broken clouds
390,Bataipora,BR,2022-02-13 22:16:43,-22.2953,-53.2711,79.43,62,94,1.72,overcast clouds
391,Tromso,NO,2022-02-13 22:16:43,69.6496,18.957,23.38,80,75,12.66,broken clouds
392,Puerto Del Rosario,ES,2022-02-13 22:16:44,28.5004,-13.8627,64.15,77,20,8.05,few clouds
393,Mezhdurechenskiy,RU,2022-02-13 22:16:44,59.6,65.9333,-15.52,100,93,3.24,overcast clouds
394,Balabac,PH,2022-02-13 22:16:44,7.9868,117.0645,80.17,79,92,12.68,overcast clouds
395,Nichinan,JP,2022-02-13 22:16:45,31.6,131.3667,50.27,89,100,10.31,overcast clouds
396,Marzuq,YE,2022-02-13 22:16:45,14.4,46.4667,57.74,47,3,3.44,clear sky
397,Karema,TZ,2022-02-13 22:16:46,-6.8205,30.4389,70.39,86,91,3.8,overcast clouds
398,Nantucket,US,2022-02-13 22:13:52,41.2835,-70.0995,38.14,84,100,15.95,snow
399,Taos,US,2022-02-13 22:16:47,36.4072,-105.5731,50.02,27,0,11.01,clear sky
400,Uttaradit,TH,2022-02-13 22:16:47,17.6667,100.5,69.82,70,29,3.04,scattered clouds
401,Vardo,NO,2022-02-13 22:16:48,70.3705,31.1107,24.78,93,100,32.21,snow
402,Brigantine,US,2022-02-13 22:14:23,39.4101,-74.3646,34.32,93,100,8.05,light snow
403,Rundu,NA,2022-02-13 22:16:49,-17.9333,19.7667,67.12,85,42,4.72,scattered clouds
404,Kavaratti,IN,2022-02-13 22:17:49,10.5669,72.642,80.2,72,40,4.0,scattered clouds
405,Nanortalik,GL,2022-02-13 22:17:49,60.1432,-45.2371,28.02,82,100,8.72,overcast clouds
406,Salvador,SV,2022-02-13 22:16:58,13.8333,-88.9167,89.64,27,47,10.51,scattered clouds
407,Pahrump,US,2022-02-13 22:17:50,36.2083,-115.9839,72.52,8,0,3.0,clear sky
408,Taltal,CL,2022-02-13 22:17:50,-25.4,-70.4833,70.38,70,19,6.38,few clouds
409,Iracoubo,GF,2022-02-13 22:17:51,5.4802,-53.2011,76.46,89,64,9.75,broken clouds
410,Altay,CN,2022-02-13 22:17:33,47.8667,88.1167,6.04,72,78,6.64,broken clouds
411,Mindelo,CV,2022-02-13 22:17:51,16.8901,-24.9804,71.15,73,75,23.02,broken clouds
412,Lanivtsi,UA,2022-02-13 22:17:52,49.8633,26.0908,29.41,71,6,10.36,clear sky
413,Kanker,IN,2022-02-13 22:17:52,20.2719,81.4931,56.61,28,8,3.36,clear sky
414,Tulum,MX,2022-02-13 22:17:52,20.2167,-87.4667,80.65,68,61,10.92,broken clouds
415,Hami,CN,2022-02-13 22:17:53,42.8,93.45,25.21,48,37,4.61,scattered clouds
416,Danane,CI,2022-02-13 22:17:53,7.2596,-8.155,77.72,58,81,1.63,broken clouds
417,Colares,PT,2022-02-13 22:17:54,38.7992,-9.4469,56.39,76,27,20.0,scattered clouds
418,Necochea,AR,2022-02-13 22:17:54,-38.5473,-58.7368,72.03,46,0,5.99,clear sky
419,Mount Isa,AU,2022-02-13 22:17:55,-20.7333,139.5,78.57,65,24,5.75,few clouds
420,Waipawa,NZ,2022-02-13 22:17:55,-41.4122,175.5153,55.45,76,100,12.39,overcast clouds
421,Nuuk,GL,2022-02-13 22:17:56,64.1835,-51.7216,7.41,85,100,4.61,light snow
422,Manokwari,ID,2022-02-13 22:17:56,-0.8667,134.0833,77.9,76,100,4.94,overcast clouds
423,Wanxian,CN,2022-02-13 22:17:56,30.8039,108.3897,44.98,81,27,2.8,scattered clouds
424,Olinda,BR,2022-02-13 22:17:57,-8.0089,-34.8553,83.93,70,40,6.91,scattered clouds
425,Winona,US,2022-02-13 22:14:57,43.9666,-91.7668,11.93,54,0,5.75,clear sky
426,Portland,US,2022-02-13 22:13:11,45.5234,-122.6762,66.06,43,20,9.22,few clouds
427,Sochi,RU,2022-02-13 22:14:13,43.6,39.7303,41.09,69,100,5.53,overcast clouds
428,Bell Ville,AR,2022-02-13 22:17:58,-32.6259,-62.6887,74.8,25,0,2.57,clear sky
429,Nacala,MZ,2022-02-13 22:17:58,-14.5428,40.6728,76.05,93,17,1.57,few clouds
430,Kiruna,SE,2022-02-13 22:17:59,67.8557,20.2251,-4.88,84,71,8.05,broken clouds
431,Camargo,MX,2022-02-13 22:17:59,27.6667,-105.1667,61.38,14,99,3.42,overcast clouds
432,Youkounkoun,GN,2022-02-13 22:18:00,12.5333,-13.1333,78.87,13,18,5.01,few clouds
433,Sandur,IN,2022-02-13 22:18:00,15.1,76.55,67.33,65,2,6.33,clear sky
434,Shar,KZ,2022-02-13 22:18:00,49.5886,81.0453,21.24,95,100,14.25,snow
435,Abu Kamal,SY,2022-02-13 22:18:01,34.4506,40.9171,54.1,37,0,4.47,clear sky
436,Port Pirie,AU,2022-02-13 22:18:01,-33.1833,138.0167,80.53,30,2,2.73,clear sky
437,Treinta Y Tres,UY,2022-02-13 22:18:02,-33.2333,-54.3833,65.77,53,1,7.96,clear sky
438,Yerbogachen,RU,2022-02-13 22:18:02,61.2767,108.0108,-30.28,100,89,3.27,overcast clouds
439,Kirensk,RU,2022-02-13 22:18:03,57.7853,108.1119,-31.58,100,86,0.81,overcast clouds
440,Sao Joao Da Barra,BR,2022-02-13 22:18:03,-21.6403,-41.0511,76.41,89,6,10.51,clear sky
441,Esfarayen,IR,2022-02-13 22:18:04,37.0765,57.5101,33.46,74,28,7.05,scattered clouds
442,Mangan,IN,2022-02-13 22:18:04,27.5167,88.5333,49.24,47,1,6.89,clear sky
443,Gigmoto,PH,2022-02-13 22:18:04,13.7796,124.39,76.26,85,82,8.77,broken clouds
444,Doos,PH,2022-02-13 22:18:05,10.4653,124.7294,76.05,88,100,4.47,overcast clouds
445,Matay,EG,2022-02-13 22:18:05,28.419,30.7792,55.11,68,5,16.53,clear sky
446,Tigil,RU,2022-02-13 22:18:06,57.8,158.6667,-7.55,97,100,3.0,overcast clouds
447,Zyryanka,RU,2022-02-13 22:18:06,65.75,150.85,-33.72,96,23,6.73,few clouds
448,Carballo,ES,2022-02-13 22:18:06,43.213,-8.691,50.76,90,37,8.5,scattered clouds
449,Skelleftea,SE,2022-02-13 22:18:07,64.7507,20.9528,34.16,93,0,8.05,clear sky
450,Pangnirtung,CA,2022-02-13 22:18:07,66.1451,-65.7125,-35.3,96,94,5.23,overcast clouds
451,Mabaruma,GY,2022-02-13 22:19:08,8.2,-59.7833,73.56,92,88,5.93,overcast clouds
452,Vestmanna,FO,2022-02-13 22:19:08,62.1564,-7.1664,32.92,64,100,13.8,overcast clouds
453,Gannan,CN,2022-02-13 22:19:09,47.9147,123.5031,-7.65,93,50,5.93,scattered clouds
454,Borisoglebsk,RU,2022-02-13 22:19:09,51.3671,42.0849,12.25,93,15,6.78,few clouds
455,Champerico,GT,2022-02-13 22:19:10,14.3,-91.9167,93.74,58,1,12.88,clear sky
456,Raudeberg,NO,2022-02-13 22:19:10,61.9875,5.1352,38.07,95,100,3.0,light rain
457,Ulladulla,AU,2022-02-13 22:19:10,-35.35,150.4667,69.1,62,100,7.58,overcast clouds
458,Pedernales,DO,2022-02-13 22:19:11,18.0384,-71.744,81.05,65,13,1.79,few clouds
459,Teya,RU,2022-02-13 22:19:11,60.3778,92.6267,-19.44,100,16,3.49,few clouds
460,Lorengau,PG,2022-02-13 22:19:12,-2.0226,147.2712,81.57,78,100,2.89,overcast clouds
461,Fuerte Olimpo,PY,2022-02-13 22:19:12,-21.0415,-57.8738,94.93,29,88,5.66,overcast clouds
462,Sao Lourenco Do Sul,BR,2022-02-13 22:19:12,-31.3653,-51.9783,69.89,62,1,11.56,clear sky
463,Linjiang,CN,2022-02-13 22:19:13,41.8069,126.9078,18.77,95,100,1.39,snow
464,Agadez,NE,2022-02-13 22:19:13,19.75,10.25,62.46,14,2,5.01,clear sky
465,Bage,BR,2022-02-13 22:19:14,-31.3314,-54.1069,69.58,46,0,8.05,clear sky
466,Kenora,CA,2022-02-13 22:17:27,49.8167,-94.4337,-3.03,71,100,6.91,overcast clouds
467,Nakatsugawa,JP,2022-02-13 22:19:14,35.4833,137.5,35.24,90,100,5.68,overcast clouds
468,Hasaki,JP,2022-02-13 22:19:15,35.7333,140.8333,36.28,81,100,31.65,overcast clouds
469,Stara Synyava,UA,2022-02-13 22:19:15,49.6032,27.6191,29.39,68,2,12.01,clear sky
470,Olafsvik,IS,2022-02-13 22:19:15,64.8945,-23.7142,31.6,84,100,12.06,snow
471,Marsa Matruh,EG,2022-02-13 22:19:16,31.3525,27.2453,56.61,69,2,7.61,clear sky
472,Sobolevo,RU,2022-02-13 22:19:16,54.4299,31.8996,22.75,85,66,12.64,broken clouds
473,Reidsville,US,2022-02-13 22:19:17,36.3549,-79.6645,40.62,70,0,3.44,clear sky
474,Wuda,CN,2022-02-13 22:19:17,39.4994,106.7117,12.87,74,100,1.9,overcast clouds
475,Montepuez,MZ,2022-02-13 22:19:18,-13.1256,38.9997,68.79,99,96,2.28,moderate rain
476,Tura,IN,2022-02-13 22:15:11,25.5198,90.2201,53.65,72,0,4.7,clear sky
477,Busia,UG,2022-02-13 22:19:18,0.4544,34.0758,71.53,69,99,3.29,overcast clouds
478,Alice Springs,AU,2022-02-13 22:19:19,-23.7,133.8833,67.55,60,0,4.61,clear sky
479,Ko Samui,TH,2022-02-13 22:19:19,9.5357,99.9357,81.19,79,90,11.92,overcast clouds
480,Mrakovo,RU,2022-02-13 22:19:19,52.7161,56.6244,8.04,99,100,0.58,overcast clouds
481,Tricase,IT,2022-02-13 22:19:20,39.9304,18.3553,44.82,77,1,5.57,clear sky
482,Yatou,CN,2022-02-13 22:19:20,37.15,122.3833,35.1,98,100,9.1,snow
483,Karwar,IN,2022-02-13 22:19:21,14.8,74.1333,71.69,71,1,4.92,clear sky
484,Bucerias,MX,2022-02-13 22:15:36,20.75,-105.3333,76.98,61,75,8.05,broken clouds
485,Manggar,ID,2022-02-13 22:19:21,-2.8833,108.2667,77.05,86,95,1.28,overcast clouds
486,Hay River,CA,2022-02-13 22:15:47,60.8156,-115.7999,-7.62,71,75,2.3,broken clouds
487,Meulaboh,ID,2022-02-13 22:19:22,4.1363,96.1285,76.26,89,94,5.23,light rain
488,Padang,ID,2022-02-13 22:19:22,-0.9492,100.3543,76.19,82,99,4.36,overcast clouds
489,Hualmay,PE,2022-02-13 22:19:23,-11.0964,-77.6139,74.97,72,9,11.59,clear sky
490,Laguna,US,2022-02-13 22:19:23,38.421,-121.4238,80.44,37,0,1.99,clear sky
491,Katherine,AU,2022-02-13 22:19:23,-14.4667,132.2667,77.32,88,59,2.3,broken clouds
492,Bongandanga,CD,2022-02-13 22:19:24,1.5,21.05,77.81,30,84,1.3,broken clouds
493,La Rioja,ES,2022-02-13 22:16:21,42.25,-2.5,43.32,84,100,9.04,overcast clouds
494,San Cristobal,VE,2022-02-13 22:19:24,7.7669,-72.225,78.98,43,95,1.3,overcast clouds
495,Klaksvik,FO,2022-02-13 22:19:25,62.2266,-6.589,34.72,70,100,30.11,overcast clouds
496,Palana,RU,2022-02-13 22:19:25,59.1167,159.9667,-6.36,93,88,6.71,overcast clouds
497,Srednekolymsk,RU,2022-02-13 22:19:26,67.45,153.6833,-34.1,99,22,6.22,few clouds
498,Northam,GB,2022-02-13 22:19:26,51.0333,-4.2167,46.62,90,100,21.47,overcast clouds
499,Pacific Grove,US,2022-02-13 22:19:45,36.6177,-121.9166,85.57,62,0,7.0,clear sky
500,Mutsu,JP,2022-02-13 22:20:27,41.2894,141.2169,14.32,79,56,7.38,broken clouds
501,Sosnovo-Ozerskoye,RU,2022-02-13 22:20:27,52.5249,111.5418,-27.17,100,98,4.45,overcast clouds
502,Mopipi,BW,2022-02-13 22:20:30,-21.1833,24.8833,76.21,35,16,6.13,few clouds
503,Kloulklubed,PW,2022-02-13 22:20:30,7.0419,134.2556,81.18,81,100,22.41,light rain
504,Zhezkazgan,KZ,2022-02-13 22:20:31,47.8043,67.7144,29.91,98,100,15.17,light snow
505,Solnechnyy,RU,2022-02-13 22:20:32,50.7214,136.6319,6.35,96,99,4.56,overcast clouds
506,Puerto Penasco,MX,2022-02-13 22:20:32,31.3167,-113.5333,70.92,48,14,5.99,few clouds
507,Garowe,SO,2022-02-13 22:20:33,8.4054,48.4845,67.23,78,44,10.2,scattered clouds
508,Kudahuvadhoo,MV,2022-02-13 22:20:33,2.6708,72.8944,80.85,79,100,10.04,overcast clouds
509,Anadyr,RU,2022-02-13 22:20:33,64.75,177.4833,-32.3,75,0,8.95,clear sky
510,Bilma,NE,2022-02-13 22:20:34,18.6853,12.9164,68.16,11,0,7.45,clear sky
511,Deer Lake,CA,2022-02-13 22:20:34,49.1667,-57.4316,13.86,67,40,5.75,scattered clouds
512,Boende,CD,2022-02-13 22:20:35,-0.2167,20.8667,78.06,70,98,2.28,overcast clouds
513,Griffith,US,2022-02-13 22:20:35,41.5284,-87.4237,19.89,56,75,8.05,broken clouds
514,Riyadh,SA,2022-02-13 22:20:36,24.6877,46.7219,50.14,31,0,8.59,clear sky
515,Lolodorf,CM,2022-02-13 22:20:36,3.2333,10.7333,70.18,98,36,2.13,scattered clouds
516,Andros Town,BS,2022-02-13 22:20:37,24.7,-77.7667,78.76,65,99,15.39,moderate rain
517,Liaocheng,CN,2022-02-13 22:20:37,36.4439,115.9647,30.15,78,87,11.7,overcast clouds
518,Beloha,MG,2022-02-13 22:20:38,-25.1667,45.05,74.93,88,17,10.98,few clouds
519,Asau,RO,2022-02-13 22:20:38,46.4333,26.4,28.96,85,100,3.83,overcast clouds
520,Kashi,CN,2022-02-13 22:20:38,39.4547,75.9797,32.23,46,0,6.71,clear sky
521,Nan,TH,2022-02-13 22:20:39,18.8333,100.6667,64.2,46,18,2.46,few clouds
