City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Vila Velha,BR,2022-02-09 21:14:04,-20.3297,-40.2925,73.94,85,75,10.36
295,Selty,RU,2022-02-09 21:18:09,57.3132,52.1345,26.98,95,100,13.33
296,Pacific Grove,US,2022-02-09 21:17:22,36.6177,-121.9166,79.41,32,1,3.0
297,Bonavista,CA,2022-02-09 21:18:10,48.6499,-53.1147,38.12,94,100,16.08
298,Atambua,ID,2022-02-09 21:18:10,-9.1061,124.8925,74.07,90,100,1.77
299,Dingle,PH,2022-02-09 21:18:11,10.9995,122.6711,72.95,90,66,8.32
300,Quincy,US,2022-02-09 21:16:26,42.2529,-71.0023,45.95,50,0,8.05
301,San Policarpo,PH,2022-02-09 21:18:11,12.1791,125.5072,79.21,77,99,14.09
302,Beaverlodge,CA,2022-02-09 21:18:12,55.2166,-119.4361,42.15,71,100,20.78
303,Atar,MR,2022-02-09 21:18:12,20.5169,-13.0499,74.53,10,2,9.48
304,Kendari,ID,2022-02-09 21:18:12,-3.945,122.4989,75.81,92,100,1.19
305,Mehamn,NO,2022-02-09 21:18:13,71.0357,27.8492,24.98,74,0,25.32
306,Hervey Bay,AU,2022-02-09 21:18:13,-25.2986,152.8535,74.03,86,3,10.0
307,Nouadhibou,MR,2022-02-09 21:18:14,20.931,-17.0347,76.98,23,0,2.3
308,Juneau,US,2022-02-09 21:18:14,58.3019,-134.4197,46.4,93,100,9.22
309,Aracati,BR,2022-02-09 21:18:15,-4.5617,-37.7697,81.77,67,91,9.86
310,Grand Forks,US,2022-02-09 21:15:38,47.9417,-97.4337,17.53,76,75,25.32
311,Nicoya,CR,2022-02-09 21:18:15,10.1483,-85.452,89.15,39,33,8.52
312,Northam,GB,2022-02-09 21:19:16,51.0333,-4.2167,48.02,97,100,6.02
313,Chicama,PE,2022-02-09 21:19:16,-7.8447,-79.1469,70.34,59,100,9.51
314,Havoysund,NO,2022-02-09 21:19:16,70.9963,24.6622,25.68,75,97,11.5
315,Natal,BR,2022-02-09 21:19:17,-5.795,-35.2094,83.05,74,20,13.8
316,Chittur,IN,2022-02-09 21:19:17,10.7,76.75,74.75,72,14,6.71
317,Duku,NG,2022-02-09 21:19:17,11.2361,4.9073,83.21,10,0,8.68
318,Liverpool,GB,2022-02-09 21:18:20,53.4106,-2.9779,44.69,83,20,10.36
319,Moratuwa,LK,2022-02-09 21:19:18,6.773,79.8816,74.57,80,67,4.81
320,Quatre Cocos,MU,2022-02-09 21:19:18,-20.2078,57.7625,74.08,77,50,7.63
321,Souillac,MU,2022-02-09 21:19:19,-20.5167,57.5167,74.35,94,40,9.22
322,Mason City,US,2022-02-09 21:18:51,43.1536,-93.201,34.18,77,100,28.77
323,Hamilton,US,2022-02-09 21:15:52,39.1834,-84.5333,52.65,53,0,12.66
324,Iwaki,JP,2022-02-09 21:19:19,37.05,140.8833,37.35,81,100,1.01
325,Loa Janan,ID,2022-02-09 21:19:20,-0.583,117.095,72.88,100,100,2.01
326,Prado,BR,2022-02-09 21:19:20,-17.3411,-39.2208,79.27,82,2,10.49
327,Rocha,UY,2022-02-09 21:19:21,-34.4833,-54.3333,72.39,61,7,11.1
328,Muhos,FI,2022-02-09 21:19:21,64.808,25.9931,28.89,96,100,6.69
329,Lasa,IT,2022-02-09 21:19:21,46.6166,10.7002,38.28,36,7,1.92
330,Saint-Leu,RE,2022-02-09 21:19:22,-21.15,55.2833,72.46,80,60,2.37
331,Hofn,IS,2022-02-09 21:19:23,64.2539,-15.2082,24.17,70,5,18.68
332,Kununurra,AU,2022-02-09 21:19:23,-15.7667,128.7333,76.98,94,39,0.0
333,Kilindoni,TZ,2022-02-09 21:19:24,-7.9139,39.6668,80.47,80,100,13.51
334,Hue,VN,2022-02-09 21:19:24,16.4667,107.6,66.31,100,75,3.44
335,Vestmannaeyjar,IS,2022-02-09 21:19:24,63.4427,-20.2734,26.78,72,33,24.27
336,Ambon,ID,2022-02-09 21:19:25,-3.6954,128.1814,77.14,94,40,1.14
337,Hamadan,IR,2022-02-09 21:19:25,34.7992,48.5146,38.35,69,0,2.3
338,Uarini,BR,2022-02-09 21:19:26,-2.99,-65.1083,89.55,91,96,1.59
339,Keti Bandar,PK,2022-02-09 21:19:26,24.1447,67.4497,70.16,46,0,7.47
340,Kargasok,RU,2022-02-09 21:19:26,59.0556,80.8572,-17.82,100,16,4.97
341,Verkhnevilyuysk,RU,2022-02-09 21:19:27,63.4453,120.3167,-38.69,100,89,1.19
342,Usinsk,RU,2022-02-09 21:19:27,65.9939,57.5281,3.42,84,6,11.74
343,Vostok,RU,2022-02-09 21:19:27,46.4856,135.8833,-5.4,96,39,4.34
344,Whangamata,NZ,2022-02-09 21:19:28,-37.2,175.8667,76.08,88,79,6.26
345,Marabba,SD,2022-02-09 21:19:28,12.35,32.1833,78.37,22,3,12.17
346,Kawalu,ID,2022-02-09 21:19:28,-7.3817,108.2082,72.21,95,100,1.72
347,Urumqi,CN,2022-02-09 21:19:29,43.801,87.6005,4.15,85,75,4.47
348,Santa Cruz,BO,2022-02-09 21:16:53,-17.8,-63.1667,92.66,35,22,2.3
349,Ekhabi,RU,2022-02-09 21:19:29,53.5102,142.9671,10.45,95,100,13.31
350,Tagbac,PH,2022-02-09 21:19:30,7.089,125.1567,70.12,91,100,3.09
351,Abu Zabad,SD,2022-02-09 21:19:30,12.35,29.25,71.76,17,6,12.91
352,Saurimo,AO,2022-02-09 21:19:30,-9.6608,20.3916,64.36,87,16,2.77
353,Nola,IT,2022-02-09 21:19:31,40.922,14.5329,53.55,64,0,2.21
354,Aquiraz,BR,2022-02-09 21:19:31,-3.9014,-38.3911,82.49,75,19,7.47
355,Altamira,BR,2022-02-09 21:19:31,-3.2033,-52.2064,84.29,79,40,5.75
356,Pavlovka,RU,2022-02-09 21:19:32,52.6897,47.1405,25.86,96,100,12.73
357,Tateyama,JP,2022-02-09 21:19:32,34.9833,139.8667,41.14,75,100,18.66
358,Laguna,US,2022-02-09 21:19:33,38.421,-121.4238,77.95,45,0,1.01
359,Broome,US,2022-02-09 21:19:33,42.2506,-75.833,45.18,53,0,12.66
360,Garmsar,IR,2022-02-09 21:20:33,35.2182,52.3409,47.19,34,7,4.29
361,Thanh Hoa,VN,2022-02-09 21:16:21,19.8,105.7667,61.56,91,100,2.86
362,Pangkalanbuun,ID,2022-02-09 21:20:34,-2.6833,111.6167,72.07,98,100,0.92
363,Porto Novo,BJ,2022-02-09 21:20:34,6.4965,2.6036,84.02,84,53,8.7
364,Carutapera,BR,2022-02-09 21:20:35,-1.195,-46.02,77.59,89,95,5.77
365,Portobelo,PA,2022-02-09 21:20:35,9.55,-79.65,86.07,84,64,9.82
366,Krasnogorsk,RU,2022-02-09 21:20:35,55.8225,37.3181,32.05,86,75,8.95
367,Lokoja,NG,2022-02-09 21:20:36,7.8024,6.743,84.11,22,34,3.2
368,Port Lincoln,AU,2022-02-09 21:20:36,-34.7333,135.8667,61.59,74,95,6.08
369,Taybad,IR,2022-02-09 21:20:36,34.74,60.7756,47.32,40,16,9.13
370,Acari,PE,2022-02-09 21:20:37,-15.4311,-74.6158,78.46,60,11,10.92
371,Myanaung,MM,2022-02-09 21:20:37,18.2833,95.3167,63.1,30,2,5.68
372,Gopalpur,IN,2022-02-09 21:20:38,19.2667,84.9167,70.29,71,28,3.8
373,Fomboni,KM,2022-02-09 21:20:38,-12.28,43.7425,81.41,76,100,3.69
374,Port-De-Bouc,FR,2022-02-09 21:20:38,43.4,4.9833,52.84,87,75,6.91
375,Carnarvon,AU,2022-02-09 21:20:39,-24.8667,113.6333,76.66,68,0,14.2
376,Usogorsk,RU,2022-02-09 21:20:39,63.4106,48.6872,15.87,93,100,10.6
377,Enshi,CN,2022-02-09 21:20:40,30.3,109.4833,36.81,87,34,0.54
378,Bandarbeyla,SO,2022-02-09 21:20:40,9.4942,50.8122,74.53,66,90,18.59
379,Muros,ES,2022-02-09 21:20:40,42.7762,-9.0603,55.24,89,12,5.1
380,Lulea,SE,2022-02-09 21:20:21,65.5842,22.1547,21.27,93,0,9.22
381,Sitka,US,2022-02-09 21:20:41,57.0531,-135.33,46.29,87,100,12.66
382,Vihari,PK,2022-02-09 21:20:41,30.0333,72.35,54.79,44,0,5.97
383,Saint-Augustin,CA,2022-02-09 21:17:55,51.226,-58.6502,28.94,80,98,18.68
384,Agua Verde,MX,2022-02-09 21:20:42,22.9,-106.05,78.89,50,0,9.33
385,Japura,ID,2022-02-09 21:20:42,-0.3167,102.35,70.03,97,99,3.38
386,Otane,NZ,2022-02-09 21:20:42,-39.8833,176.6333,77.02,79,57,1.86
387,Pak Phanang,TH,2022-02-09 21:20:43,8.3511,100.202,78.37,81,35,6.35
388,Denpasar,ID,2022-02-09 21:17:13,-8.65,115.2167,76.71,94,75,6.91
389,Luau,AO,2022-02-09 21:20:43,-10.7073,22.2247,65.79,89,46,2.42
390,Nabire,ID,2022-02-09 21:20:44,-3.3667,135.4833,74.79,93,100,1.92
391,Batemans Bay,AU,2022-02-09 21:18:54,-35.7167,150.1833,68.92,58,6,3.42
392,Malinovoye Ozero,RU,2022-02-09 21:20:44,51.6753,79.7825,-12.87,100,73,3.13
393,Diffa,NE,2022-02-09 21:20:45,13.3154,12.6113,69.46,15,3,9.8
394,Half Moon Bay,US,2022-02-09 21:20:45,37.4636,-122.4286,75.56,27,0,21.85
395,Le Port,RE,2022-02-09 21:20:46,-20.9373,55.2919,73.4,83,51,2.86
396,Jerome,US,2022-02-09 21:20:46,42.7241,-114.5186,40.55,80,0,1.99
397,Barguzin,RU,2022-02-09 21:20:46,53.6167,109.6167,1.02,96,100,3.96
398,Safaga,EG,2022-02-09 21:20:47,26.7292,33.9365,62.65,49,0,17.76
399,Lavrentiya,RU,2022-02-09 21:19:20,65.5833,-171.0,-25.01,93,61,7.78
400,Zwedru,LR,2022-02-09 21:20:47,6.0667,-8.1281,80.35,68,92,5.21
401,Kipini,KE,2022-02-09 21:20:48,-2.5257,40.5262,79.09,88,39,11.63
402,Gwadar,PK,2022-02-09 21:16:47,25.1216,62.3254,70.45,43,0,9.04
403,Atbasar,KZ,2022-02-09 21:20:48,51.8,68.3333,-5.01,100,80,7.47
404,Lanxi,CN,2022-02-09 21:20:49,29.2195,119.477,40.37,96,100,1.95
405,Bac Lieu,VN,2022-02-09 21:20:49,9.285,105.7244,77.86,83,97,15.86
406,Mitsamiouli,KM,2022-02-09 21:20:49,-11.3847,43.2844,81.46,77,100,12.33
407,Marzuq,YE,2022-02-09 21:21:23,14.4,46.4667,60.73,34,0,2.17
408,Bafra,TR,2022-02-09 21:21:50,41.5678,35.9069,45.82,74,100,11.97
409,Forssa,FI,2022-02-09 21:21:50,60.8146,23.6215,34.92,90,100,8.93
410,Sistranda,NO,2022-02-09 21:21:51,63.7256,8.834,38.89,79,100,37.4
411,Biak,ID,2022-02-09 21:21:51,-0.9131,122.8766,76.62,82,100,3.09
412,Kibala,TD,2022-02-09 21:21:51,9.1104,18.3463,80.55,18,0,0.0
413,Toucheng,TW,2022-02-09 21:21:52,24.8592,121.8233,62.55,93,100,9.4
414,Cassilandia,BR,2022-02-09 21:21:52,-19.1133,-51.7342,78.57,73,100,5.32
415,Saraza,PH,2022-02-09 21:21:53,8.7356,117.78,77.83,81,100,12.8
416,Ilhabela,BR,2022-02-09 21:21:53,-23.7781,-45.3581,74.79,83,65,5.17
417,Karachi,PK,2022-02-09 21:20:05,24.9056,67.0822,62.42,77,0,0.0
418,Haapiti,PF,2022-02-09 21:21:53,-17.5667,-149.8667,83.93,74,21,16.69
419,Byron Bay,AU,2022-02-09 21:21:54,-28.65,153.6167,72.05,78,5,6.02
420,Preeceville,CA,2022-02-09 21:21:54,51.95,-102.6677,16.97,88,45,2.77
421,Okato,NZ,2022-02-09 21:21:55,-39.2,173.8833,72.91,94,97,11.36
422,Tugulym,RU,2022-02-09 21:21:55,57.0591,64.6425,8.67,97,52,5.37
423,Kota Belud,MY,2022-02-09 21:21:55,6.351,116.4305,76.86,87,100,6.64
424,Carlos Antonio Lopez,PY,2022-02-09 21:21:56,-26.4,-54.7667,92.71,17,2,3.06
425,Ahipara,NZ,2022-02-09 21:19:03,-35.1667,173.1667,74.61,84,89,10.4
426,Nioro,GM,2022-02-09 21:21:56,13.35,-15.75,85.03,9,45,7.47
427,Muli,MV,2022-02-09 21:21:56,2.9167,73.5667,81.23,75,73,9.95
428,Taltal,CL,2022-02-09 21:17:32,-25.4,-70.4833,67.32,73,24,3.29
429,Joutseno,FI,2022-02-09 21:21:57,61.118,28.5076,32.05,96,100,13.65
430,Kieta,PG,2022-02-09 21:20:55,-6.2167,155.6333,81.14,80,73,4.05
431,Acapulco,MX,2022-02-09 21:21:57,16.8634,-99.8901,84.02,61,0,8.05
432,Niono,ML,2022-02-09 21:21:58,14.2526,-5.993,77.99,10,0,12.41
433,Teknaf,BD,2022-02-09 21:21:58,20.8624,92.3058,61.81,56,6,8.12
434,Ambanja,MG,2022-02-09 21:21:59,-13.6833,48.45,75.51,93,99,2.42
435,Urazovo,RU,2022-02-09 21:21:59,50.0836,38.0395,29.5,96,100,6.6
436,Wainwright,CA,2022-02-09 21:21:59,52.839,-110.8572,39.11,97,75,6.44
437,Kenora,CA,2022-02-09 21:20:13,49.8167,-94.4337,15.78,79,100,12.66
438,Belyy Yar,RU,2022-02-09 21:22:00,53.6039,91.3903,-14.91,78,100,0.0
439,El Tigre,VE,2022-02-09 21:22:00,8.8875,-64.2454,91.42,25,100,9.8
440,Kuryk,KZ,2022-02-09 21:22:00,43.2,51.65,41.92,64,67,23.6
441,Liepaja,LV,2022-02-09 21:20:16,56.5419,21.0367,40.98,87,0,21.85
442,Omsukchan,RU,2022-02-09 21:21:43,62.5333,155.8,-22.67,70,64,3.47
443,Atherton,GB,2022-02-09 21:22:01,53.5237,-2.4935,44.29,81,100,1.99
444,Batagay-Alyta,RU,2022-02-09 21:22:01,67.8006,130.4114,-27.87,90,79,4.0
445,Charters Towers,AU,2022-02-09 21:22:02,-20.1,146.2667,72.25,80,92,5.75
446,Ushtobe,KZ,2022-02-09 21:22:02,45.2514,77.9838,27.52,93,100,7.65
447,Abu Kamal,SY,2022-02-09 21:22:03,34.4506,40.9171,58.77,36,0,8.14
448,Aitape,PG,2022-02-09 21:22:03,-3.1374,142.3475,76.75,89,40,3.74
449,Fortuna,US,2022-02-09 21:21:50,40.5982,-124.1573,71.85,55,0,3.44
450,Marathon,US,2022-02-09 21:22:03,44.9,-89.7668,34.84,72,100,13.8
451,Tilichiki,RU,2022-02-09 21:22:04,60.4667,166.1,-18.67,83,14,6.85
452,Bata,GQ,2022-02-09 21:22:04,1.8639,9.7658,82.26,89,40,0.0
453,Tambacounda,SN,2022-02-09 21:22:05,13.7539,-13.7586,86.05,15,0,6.91
454,Siavonga,ZM,2022-02-09 21:22:05,-16.5382,28.7088,74.7,84,48,5.46
455,Taunggyi,MM,2022-02-09 21:17:34,20.7833,97.0333,45.27,35,4,2.55
456,Saldanha,ZA,2022-02-09 21:23:05,-33.0117,17.9442,68.05,90,0,5.17
457,Vesoul,FR,2022-02-09 21:23:06,47.5833,5.8333,42.49,88,23,4.59
458,Raudeberg,NO,2022-02-09 21:20:57,61.9875,5.1352,40.6,83,100,15.01
459,Verkh-Usugli,RU,2022-02-09 21:23:06,52.7,115.1667,-3.86,100,100,1.36
460,Le Mars,US,2022-02-09 21:22:27,42.7942,-96.1656,47.71,42,40,25.32
461,Machilipatnam,IN,2022-02-09 21:23:07,16.1667,81.1333,71.24,75,40,7.9
462,Aksha,RU,2022-02-09 21:23:07,50.2814,113.2867,-1.1,98,100,2.15
463,Zaysan,KZ,2022-02-09 21:23:08,47.4667,84.8667,3.94,88,96,3.02
464,Puerto Leguizamo,CO,2022-02-09 21:23:08,-0.1934,-74.7819,77.94,89,100,1.66
465,Ucluelet,CA,2022-02-09 21:23:08,48.9329,-125.5528,49.08,93,100,3.18
466,Harper,LR,2022-02-09 21:23:09,4.375,-7.7169,79.5,86,100,9.26
467,Victoria,HK,2022-02-09 21:22:19,22.2855,114.1577,64.94,86,100,1.01
468,Avera,US,2022-02-09 21:23:10,33.194,-82.5271,63.75,34,0,7.94
469,Puerto Escondido,MX,2022-02-09 21:23:10,15.85,-97.0667,81.43,69,0,8.05
470,North Bend,US,2022-02-09 21:23:10,43.4065,-124.2243,64.92,76,0,14.97
471,Oktyabrskoye,RU,2022-02-09 21:23:11,43.0645,44.7417,35.35,86,97,6.71
472,Yarada,IN,2022-02-09 21:23:11,17.65,83.2667,68.32,88,20,2.3
473,Kavaratti,IN,2022-02-09 21:23:11,10.5669,72.642,79.56,70,100,15.08
474,Alberton,CA,2022-02-09 21:23:12,46.8168,-64.0654,35.73,92,61,11.12
475,Remuna,IN,2022-02-09 21:23:12,21.5261,86.8722,66.07,78,2,6.89
476,Tokoroa,NZ,2022-02-09 21:23:12,-38.2333,175.8667,74.61,98,100,1.81
477,San Juan,AR,2022-02-09 21:18:25,-31.5375,-68.5364,96.67,14,1,8.97
478,Hami,CN,2022-02-09 21:23:13,42.8,93.45,26.37,38,100,1.9
479,Uyskoye,RU,2022-02-09 21:23:13,54.3775,60.0047,-9.8,100,99,2.15
480,Dabakala,CI,2022-02-09 21:23:14,8.3667,-4.4333,81.95,16,1,2.84
481,Kenitra,MA,2022-02-09 21:23:14,34.261,-6.5802,55.83,73,0,1.81
482,Kulhudhuffushi,MV,2022-02-09 21:23:15,6.6221,73.07,80.76,75,92,9.6
483,Areosa,PT,2022-02-09 21:23:15,41.7178,-8.8571,56.25,75,24,4.45
484,Noumea,NC,2022-02-09 21:23:15,-22.2763,166.4572,82.0,99,100,17.0
485,Tanabe,JP,2022-02-09 21:23:16,33.7333,135.3667,42.93,78,100,1.99
486,Nampula,MZ,2022-02-09 21:23:16,-15.1165,39.2666,71.55,100,100,3.44
487,Mackenzie,CA,2022-02-09 21:23:16,55.2999,-123.1698,43.02,75,100,18.41
488,Cascais,PT,2022-02-09 21:23:17,38.6979,-9.4215,60.96,64,23,15.01
489,Yarovoye,RU,2022-02-09 21:23:17,52.9273,78.58,-12.62,100,25,5.64
490,Barra,BR,2022-02-09 21:23:18,-11.0894,-43.1417,85.75,44,65,4.03
491,Qaqortoq,GL,2022-02-09 21:23:18,60.7167,-46.0333,16.3,74,90,9.69
492,Barinas,VE,2022-02-09 21:23:18,8.6226,-70.2075,93.24,40,89,5.75
493,Chaozhou,CN,2022-02-09 21:23:19,23.6651,116.6379,57.06,82,94,3.06
494,Torbay,CA,2022-02-09 21:23:19,47.6666,-52.7314,37.27,92,100,19.57
495,Hovd,MN,2022-02-09 21:21:46,48.0056,91.6419,-8.37,96,100,1.88
496,Marawi,PH,2022-02-09 21:23:20,7.9986,124.2928,65.64,95,100,1.81
497,Yar-Sale,RU,2022-02-09 21:23:20,66.8333,70.8333,0.9,96,19,12.39
498,Maniitsoq,GL,2022-02-09 21:23:21,65.4167,-52.9,19.11,94,100,11.81
499,Longyan,CN,2022-02-09 21:23:21,25.1072,117.0225,51.21,98,99,1.7
500,Tadine,NC,2022-02-09 21:23:21,-21.55,167.8833,80.71,89,100,19.13
501,Luderitz,NA,2022-02-09 21:24:22,-26.6481,15.1594,76.35,46,14,17.92
502,Egvekinot,RU,2022-02-09 21:24:22,66.3167,-179.1667,-24.02,86,8,9.33
503,Kaitangata,NZ,2022-02-09 21:24:23,-46.2817,169.8464,59.58,99,100,5.77
504,Adrar,MR,2022-02-09 21:24:23,20.5022,-10.0711,68.86,11,2,12.26
505,Leningradskiy,RU,2022-02-09 21:24:24,69.3833,178.4167,-28.32,97,100,7.74
506,Oktyabrskiy,RU,2022-02-09 21:24:24,54.4815,53.471,20.03,92,100,12.5
507,Taoudenni,ML,2022-02-09 21:24:25,22.6783,-3.9836,70.07,14,1,11.21
508,Santa Fe,AR,2022-02-09 21:24:25,-31.6333,-60.7,93.02,25,0,5.01
509,Comodoro Rivadavia,AR,2022-02-09 21:24:25,-45.8667,-67.5,71.46,30,40,17.27
510,Sambava,MG,2022-02-09 21:24:26,-14.2667,50.1667,76.35,91,80,4.76
511,Chapais,CA,2022-02-09 21:24:26,49.7834,-74.8492,22.78,94,100,10.56
512,Broken Hill,AU,2022-02-09 21:24:26,-31.95,141.4333,65.91,59,10,18.41
513,Saint Joseph,US,2022-02-09 21:19:36,39.7686,-94.8466,57.4,31,0,21.99
514,Sunndalsora,NO,2022-02-09 21:24:27,62.6754,8.5515,39.25,90,100,16.04
515,Opuwo,NA,2022-02-09 21:21:21,-18.0607,13.84,68.49,82,100,3.15
516,Vysokogornyy,RU,2022-02-09 21:24:27,50.1167,139.15,-13.23,100,78,1.16
517,Nishihara,JP,2022-02-09 21:24:28,26.1842,127.7558,65.48,89,100,8.05
518,Pointe-Noire,CG,2022-02-09 21:24:28,-4.7761,11.8635,78.87,89,20,3.44
519,Shar,KZ,2022-02-09 21:24:29,49.5886,81.0453,-0.85,99,100,2.1
520,Tongchuan,CN,2022-02-09 21:24:29,35.0806,109.0897,29.28,69,72,3.53
521,Neiafu,TO,2022-02-09 21:24:29,-18.65,-173.9833,80.69,80,100,25.19
522,Kurchum,KZ,2022-02-09 21:24:30,48.5722,83.6542,-7.6,99,61,0.98
523,Kulu,TR,2022-02-09 21:24:30,39.0951,33.0799,30.72,84,98,23.78
524,Kulykiv,UA,2022-02-09 21:24:30,50.3142,24.8176,42.67,95,100,14.97
525,Madang,PG,2022-02-09 21:24:31,-5.2246,145.7966,76.44,92,92,4.07
526,Laviana,ES,2022-02-09 21:24:31,43.2333,-5.5333,53.29,67,0,5.53
527,Rochegda,RU,2022-02-09 21:24:32,62.8,43.25,19.98,96,99,5.39
528,Rio Gallegos,AR,2022-02-09 21:24:32,-51.6226,-69.2181,62.65,55,20,27.63
529,Clyde River,CA,2022-02-09 21:24:32,70.4692,-68.5914,-19.97,76,75,20.71
530,Vadakku Valliyur,IN,2022-02-09 21:24:33,8.3833,77.65,71.08,79,42,8.28
531,Chara,RU,2022-02-09 21:24:33,56.9064,118.2631,-20.65,91,100,1.3
532,Leshukonskoye,RU,2022-02-09 21:24:33,64.8989,45.7622,17.19,94,100,9.78
533,Nantucket,US,2022-02-09 21:21:32,41.2835,-70.0995,39.31,63,0,11.5
534,Alyangula,AU,2022-02-09 21:24:34,-13.8483,136.4192,75.07,100,79,2.3
535,Trat,TH,2022-02-09 21:24:34,12.5,102.5,75.13,92,77,1.79
536,Emerald,AU,2022-02-09 21:19:53,-23.5333,148.1667,72.34,78,2,9.93
537,Garden City,US,2022-02-09 21:23:14,42.3256,-83.331,43.99,66,75,14.97
538,Moron,AR,2022-02-09 21:24:35,-34.6534,-58.6198,85.01,57,6,8.88
539,Mecca,SA,2022-02-09 21:24:35,21.4267,39.8261,72.79,75,1,2.08
540,Arman,RU,2022-02-09 21:24:36,59.7,150.1667,-4.68,78,100,6.29
541,Haines Junction,CA,2022-02-09 21:24:36,60.7522,-137.5108,37.35,81,28,6.91
542,Mahajanga,MG,2022-02-09 21:24:36,-15.7167,46.3167,77.02,94,40,2.3
543,Conakry,GN,2022-02-09 21:24:37,9.538,-13.6773,79.34,75,32,11.63
544,Maunabo,PR,2022-02-09 21:24:37,18.0072,-65.8993,81.7,76,30,14.36
545,Warrington,GB,2022-02-09 21:25:38,53.3925,-2.5802,44.71,81,20,10.36
546,Matagami,CA,2022-02-09 21:25:38,49.7502,-77.6328,24.91,80,100,10.36
547,Utrecht,NL,2022-02-09 21:24:49,52.0,5.25,49.28,95,100,4.0
548,Ibra,OM,2022-02-09 21:25:39,22.6906,58.5334,63.48,49,1,4.63
549,Santa Maria,BR,2022-02-09 21:21:59,-29.6842,-53.8069,81.7,42,0,9.22
550,Alcudia,ES,2022-02-09 21:25:39,39.8532,3.1214,48.25,74,0,7.27
551,Erdenet,MN,2022-02-09 21:25:40,49.0333,104.0833,-2.96,100,100,2.17
552,Vanimo,PG,2022-02-09 21:25:40,-2.6741,141.3028,76.41,89,81,2.59
553,Cooma,AU,2022-02-09 21:25:40,-36.2333,149.1333,60.57,88,1,5.75
554,Bengkulu,ID,2022-02-09 21:24:23,-3.8004,102.2655,76.26,62,100,3.18
555,Inhambane,MZ,2022-02-09 21:25:41,-23.865,35.3833,76.48,78,0,6.96
556,Grasse,FR,2022-02-09 21:25:41,43.6667,6.9167,45.79,71,0,2.3
557,Awjilah,LY,2022-02-09 21:25:41,29.1081,21.2869,55.47,44,67,10.94
558,Guhagar,IN,2022-02-09 21:25:42,17.4842,73.1929,64.53,84,24,5.79
559,Kos,GR,2022-02-09 21:25:42,36.8933,27.2889,44.51,60,0,29.06
560,Dunedin,NZ,2022-02-09 21:25:43,-45.8742,170.5036,59.79,98,100,8.66
561,Chirongui,YT,2022-02-09 21:25:43,-12.9319,45.1483,76.93,77,100,12.5
562,Minab,IR,2022-02-09 21:25:44,27.1467,57.0801,56.7,53,0,2.01
563,Uberaba,BR,2022-02-09 21:25:44,-19.7483,-47.9319,81.18,50,0,11.5
564,Ponferrada,ES,2022-02-09 21:25:44,42.5466,-6.5962,52.07,72,0,4.0
565,Luxor,EG,2022-02-09 21:25:45,25.6989,32.6421,60.85,44,0,4.61
566,Mitu,CO,2022-02-09 21:25:45,1.1983,-70.1733,78.48,75,100,1.63
567,Mahon,ES,2022-02-09 21:25:46,39.8885,4.2658,50.56,81,20,4.61
